MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,HalfBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,Age,RemodAge,DateSold,TotalBath
ExpensiveZone,60.0,7200,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1972,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,117,894,Others,Y,SBrkr,0,894,0,TA,0,CheapGarage,RFn,2,Y,215,0,CheapType,Others,123000,37,37,2009-09-01,1
ExpensiveZone,69.0,7590,Regular,CheapConfig,CheapNeighborhood,ExpensiveCondition,ExpensiveType,ExpensiveStyle,5,1962,CheapRoofStyle,ExpensiveExterior,BrkFace,288.0,TA,CheapFoundation,TA,No,Other,324,864,Others,Y,SBrkr,936,1812,0,TA,1,ExpensiveGarage,RFn,1,Y,0,168,CheapType,Others,169500,45,45,2007-07-01,2
MiddleZone,60.0,8967,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1920,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,961,961,Others,Y,Other,0,1077,0,TA,0,CheapGarage,Unf,1,Other,0,0,CheapType,Others,67000,87,57,2007-11-01,1
ExpensiveZone,65.0,8125,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2006,CheapRoofStyle,ExpensiveExterior,Stone,100.0,Gd,ExpensiveFoundation,Gd,No,GLQ,280,1092,Ex,Y,SBrkr,438,1550,0,Gd,0,ExpensiveGarage,Fin,2,Y,0,168,CheapType,Others,241000,3,2,2009-10-01,3
ExpensiveZone,38.0,14963,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,1996,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,474,1260,Ex,Y,SBrkr,0,1288,1,Ex,2,ExpensiveGarage,Fin,2,Y,120,30,CheapType,Others,245500,12,12,2008-12-01,2
ExpensiveZone,65.0,8767,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2005,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,1286,1310,Ex,Y,SBrkr,0,1310,0,Gd,1,ExpensiveGarage,Fin,2,Y,0,0,ExpensiveType,Partial,164990,1,1,2006-07-01,2
ExpensiveZone,60.0,10200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1940,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,672,672,Ex,Y,SBrkr,0,672,0,TA,0,CheapGarage,Unf,1,Other,168,0,CheapType,Others,108000,68,11,2008-08-01,1
ExpensiveZone,93.0,12090,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1998,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,650.0,Gd,ExpensiveFoundation,Gd,No,Other,1141,1141,Others,Y,SBrkr,1098,2263,1,Gd,1,ExpensiveGarage,Fin,2,Y,144,123,CheapType,Others,258000,8,8,2006-07-01,2
ExpensiveZone,69.0,10364,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1995,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,Other,806,806,Others,Y,SBrkr,766,1572,1,TA,1,ExpensiveGarage,Fin,2,Y,0,40,CheapType,Others,168000,12,11,2007-05-01,2
ExpensiveZone,69.0,9991,Irregular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,4,1976,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,165,1281,Ex,Y,SBrkr,0,1620,0,TA,1,ExpensiveGarage,Unf,2,Y,120,78,CheapType,Others,150000,33,16,2009-06-01,3
ExpensiveZone,51.0,10480,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1936,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1064,1064,Ex,Y,Other,0,1639,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,115000,72,58,2008-03-01,1
ExpensiveZone,63.0,15576,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1915,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,840,840,Ex,Y,SBrkr,840,1680,0,TA,0,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,177000,93,32,2008-03-01,2
ExpensiveZone,109.0,14154,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2006,CheapRoofStyle,ExpensiveExterior,BrkFace,350.0,Gd,ExpensiveFoundation,Ex,No,Other,1063,1063,Ex,Y,SBrkr,1101,2172,1,Gd,1,ExpensiveGarage,RFn,3,Y,192,62,ExpensiveType,Partial,280000,1,1,2007-08-01,2
ExpensiveZone,85.0,10800,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2007,CheapRoofStyle,ExpensiveExterior,Stone,100.0,Gd,ExpensiveFoundation,Ex,No,GLQ,245,1034,Ex,Y,SBrkr,1028,2078,1,Ex,1,ExpensiveGarage,Fin,3,Y,0,102,ExpensiveType,Partial,339750,1,0,2008-04-01,3
ExpensiveZone,68.0,9571,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1958,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1276,1276,Others,Y,Other,0,1276,0,TA,0,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,60000,51,51,2009-06-01,1
ExpensiveZone,100.0,34650,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,CheapType,MiddleStyle,5,1955,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,0,1056,Others,N,SBrkr,0,1056,0,TA,0,ExpensiveGarage,Fin,2,Y,264,0,CheapType,Others,145000,51,51,2006-01-01,2
ExpensiveZone,69.0,4403,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2009,CheapRoofStyle,CheapExterior,Stone,432.0,Ex,ExpensiveFoundation,Ex,Yes,GLQ,892,1470,Ex,Y,SBrkr,0,1478,1,Gd,1,ExpensiveGarage,Fin,2,Y,0,144,ExpensiveType,Partial,222000,1,1,2010-06-01,3
MiddleZone,56.0,8960,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1927,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1008,1008,Others,Y,Other,0,1028,0,TA,1,CheapGarage,Unf,2,Y,0,0,CheapType,Others,115000,83,60,2010-03-01,1
ExpensiveZone,59.0,11228,Irregular,ExpensiveConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1993,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,499,1080,Ex,Y,SBrkr,1017,2097,1,Gd,1,ExpensiveGarage,Unf,3,Y,196,187,CheapType,Others,228000,15,15,2008-12-01,2
ExpensiveZone,73.0,8899,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2007,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,1316,1340,Ex,Y,SBrkr,0,1340,0,Gd,0,ExpensiveGarage,Fin,2,Y,100,30,ExpensiveType,Partial,181134,0,0,2007-08-01,2
ExpensiveZone,74.0,7844,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1978,ExpensiveRoofStyle,MiddleExterior,BrkFace,203.0,TA,CheapFoundation,TA,No,Other,463,672,Others,Y,SBrkr,728,1400,1,TA,1,ExpensiveGarage,Fin,2,Y,0,0,CheapType,Others,149500,28,28,2006-03-01,1
ExpensiveZone,86.0,22420,Irregular,CheapConfig,ExpensiveNeighborhood,CheapCondition,ExpensiveType,ExpensiveStyle,6,1918,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,242,1370,Others,N,Other,1254,2624,1,TA,1,CheapGarage,Unf,3,Other,0,0,CheapType,Others,239000,89,57,2007-11-01,3
ExpensiveZone,60.0,8160,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1940,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,444,756,Others,N,Other,378,1134,1,TA,0,CheapGarage,Unf,1,Other,0,0,CheapType,Others,126000,67,57,2007-04-01,2
ExpensiveZone,65.0,8450,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1968,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,281,1056,Ex,Y,SBrkr,0,1056,0,TA,1,ExpensiveGarage,Unf,1,Y,0,85,CheapType,Others,142000,42,42,2010-07-01,2
MiddleZone,78.0,7060,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,CheapType,CheapStyle,7,1997,CheapRoofStyle,ExpensiveExterior,BrkFace,200.0,TA,ExpensiveFoundation,Gd,Yes,GLQ,35,1344,Ex,Y,SBrkr,0,1344,0,TA,0,ExpensiveGarage,Fin,4,Y,0,0,CheapType,Others,206300,11,10,2008-11-01,4
ExpensiveZone,69.0,16635,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1977,CheapRoofStyle,ExpensiveExterior,Stone,126.0,Gd,CheapFoundation,Gd,No,Other,356,1602,Others,Y,SBrkr,0,1602,0,Gd,1,ExpensiveGarage,Fin,2,Y,240,0,CheapType,Others,215000,32,9,2009-06-01,2
ExpensiveZone,100.0,21750,Regular,CheapConfig,MiddleNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1954,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,988,988,Ex,Y,Other,0,988,0,TA,0,ExpensiveGarage,RFn,2,Other,0,0,CheapType,Others,113000,54,54,2008-02-01,1
ExpensiveZone,80.0,9200,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1998,CheapRoofStyle,ExpensiveExterior,BrkFace,473.0,Gd,ExpensiveFoundation,Gd,No,GLQ,484,1470,Others,Y,SBrkr,1160,2630,1,Gd,1,ExpensiveGarage,Fin,3,Y,0,66,CheapType,Others,315000,10,10,2008-06-01,3
ExpensiveZone,72.0,9000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1956,CheapRoofStyle,CheapExterior,BrkFace,74.0,TA,CheapFoundation,Gd,No,Other,580,1196,Others,Y,Other,0,1196,0,TA,1,ExpensiveGarage,RFn,1,Y,0,44,CheapType,Others,139000,52,52,2008-05-01,2
MiddleZone,60.0,3378,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1946,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,651,651,Others,Y,SBrkr,682,1389,1,TA,2,CheapGarage,Unf,1,Other,0,0,CheapType,Others,135000,63,17,2009-09-01,1
ExpensiveZone,69.0,12800,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1989,CheapRoofStyle,CheapExterior,BrkFace,145.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,0,1518,Others,Y,SBrkr,0,1644,0,Gd,1,ExpensiveGarage,Fin,2,Y,80,0,CheapType,Others,275000,20,20,2009-08-01,3
ExpensiveZone,77.0,8593,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1957,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,619,907,Ex,Y,SBrkr,0,907,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,109008,51,51,2008-07-01,1
ExpensiveZone,64.0,6762,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2007,CheapRoofStyle,ExpensiveExterior,BrkFace,108.0,Gd,ExpensiveFoundation,Gd,No,GLQ,544,1208,Ex,Y,SBrkr,0,1208,0,Gd,0,ExpensiveGarage,RFn,2,Y,105,54,ExpensiveType,Partial,195400,0,0,2007-09-01,3
ExpensiveZone,130.0,11457,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1988,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,GLQ,387,1392,Others,Y,SBrkr,0,1412,0,Gd,1,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,175000,21,21,2009-03-01,3
MiddleZone,21.0,1680,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,ExpensiveStyle,6,1971,CheapRoofStyle,MiddleExterior,BrkFace,232.0,TA,CheapFoundation,TA,No,Other,96,483,Others,Y,SBrkr,504,987,1,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,85400,37,37,2008-07-01,1
MiddleZone,60.0,5586,Irregular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,6,1920,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,901,901,Others,Y,SBrkr,110,1198,0,TA,0,CheapGarage,NoGarage,0,Other,0,98,CheapType,Others,79900,88,10,2008-09-01,1
MiddleZone,24.0,1920,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,5,1971,CheapRoofStyle,MiddleExterior,BrkFace,376.0,TA,CheapFoundation,TA,No,Other,294,765,Ex,Y,SBrkr,600,1365,1,TA,0,CheapGarage,Unf,2,Y,240,36,CheapType,Others,122500,36,36,2007-08-01,2
ExpensiveZone,100.0,10839,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1997,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,Other,926,926,Ex,Y,SBrkr,678,1604,1,TA,1,ExpensiveGarage,Fin,2,Y,0,36,CheapType,Others,181000,11,10,2008-07-01,2
MiddleZone,21.0,1890,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,CheapStyle,4,1972,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,135,630,Others,Y,SBrkr,0,630,0,TA,0,CheapGarage,NoGarage,0,Y,88,0,CheapType,Others,81000,36,36,2008-06-01,2
ExpensiveZone,43.0,10667,Irregular,ExpensiveConfig,MiddleNeighborhood,ExpensiveCondition,ExpensiveType,ExpensiveStyle,7,1996,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,70,799,Ex,Y,SBrkr,834,1661,1,Gd,1,ExpensiveGarage,RFn,2,Y,158,61,CheapType,Others,212000,13,13,2009-04-01,3
MiddleZone,40.0,4400,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1920,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,648,648,Others,Y,Other,384,1118,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,116000,86,56,2006-10-01,1
MiddleZone,50.0,6000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1926,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,TA,No,Other,884,884,Others,Y,SBrkr,0,904,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,119000,83,5,2009-01-01,1
ExpensiveZone,40.0,4280,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1913,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,75,440,Others,N,SBrkr,0,694,0,Gd,1,CheapGarage,Unf,1,Other,0,0,CheapType,Others,90350,94,5,2007-03-01,1
ExpensiveZone,67.0,12354,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1920,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,684,684,Others,Y,SBrkr,512,1196,0,Gd,0,CheapGarage,Unf,2,Y,0,46,ExpensiveType,Others,110000,89,9,2009-08-01,1
ExpensiveZone,105.0,15431,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,10,2008,ExpensiveRoofStyle,ExpensiveExterior,Stone,200.0,Ex,ExpensiveFoundation,Ex,Yes,GLQ,788,3094,Ex,Y,SBrkr,0,2402,0,Ex,2,ExpensiveGarage,Fin,3,Y,0,72,CheapType,Others,555000,1,1,2009-04-01,3
ExpensiveZone,92.0,12108,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,4,1955,CheapRoofStyle,ExpensiveExterior,BrkFace,270.0,TA,CheapFoundation,TA,No,Other,1307,1440,Others,N,Other,0,1440,0,Fa,0,CheapGarage,NoGarage,0,Y,0,0,CheapType,Others,118000,53,53,2008-09-01,2
MiddleZone,52.0,6240,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1930,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,1078,1078,Others,Y,SBrkr,445,1573,0,TA,1,CheapGarage,Unf,2,Other,0,0,CheapType,Others,162900,78,16,2008-06-01,2
ExpensiveZone,53.0,3922,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2006,CheapRoofStyle,MiddleExterior,BrkFace,72.0,Gd,ExpensiveFoundation,Ex,Yes,Other,1258,1258,Ex,Y,SBrkr,0,1258,0,Gd,1,ExpensiveGarage,Fin,3,Y,144,16,ExpensiveType,Partial,172500,1,0,2007-06-01,2
ExpensiveZone,70.0,8750,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1994,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,273,915,Ex,Y,SBrkr,975,1908,1,Gd,1,ExpensiveGarage,Unf,2,Y,144,133,CheapType,Others,210000,14,13,2008-07-01,3
ExpensiveZone,73.0,9855,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1956,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1436,1436,Others,Y,SBrkr,0,1689,0,TA,1,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,127500,53,53,2009-11-01,1
ExpensiveZone,137.0,16492,Irregular,CheapConfig,CheapNeighborhood,ExpensiveCondition,ExpensiveType,MiddleStyle,6,1966,CheapRoofStyle,MiddleExterior,None,0.0,Gd,CheapFoundation,TA,No,Other,557,1517,Ex,Y,SBrkr,0,1888,1,Gd,1,ExpensiveGarage,Fin,2,Y,0,0,CheapType,Others,190000,44,8,2010-06-01,2
ExpensiveZone,69.0,11214,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1998,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,930,930,Others,Y,SBrkr,930,1886,1,Gd,1,ExpensiveGarage,Fin,2,Y,89,0,CheapType,Others,199900,8,7,2006-07-01,2
MiddleZone,50.0,8600,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1937,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,780,780,Others,Y,SBrkr,596,1376,0,TA,1,CheapGarage,Unf,1,Other,0,0,CheapType,Others,119500,69,56,2006-06-01,2
MiddleZone,50.0,6000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,3,1948,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,318,649,Ex,Y,SBrkr,504,1183,1,TA,0,CheapGarage,Unf,1,Y,0,176,CheapType,Others,120000,59,5,2007-06-01,1
MiddleZone,70.0,5684,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1930,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,813,813,Ex,Y,Other,0,813,0,Gd,0,CheapGarage,Unf,1,Other,0,113,CheapType,Others,110000,76,1,2006-06-01,1
ExpensiveZone,62.0,70761,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1975,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,878,1533,Others,Y,SBrkr,0,1533,0,Gd,2,ExpensiveGarage,Unf,2,Y,200,54,CheapType,Others,280000,31,31,2006-12-01,3
ExpensiveZone,69.0,9303,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1996,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,42.0,Gd,ExpensiveFoundation,Ex,No,Other,130,872,Ex,Y,SBrkr,868,1756,1,TA,0,ExpensiveGarage,Fin,2,Y,144,122,CheapType,Others,204000,11,10,2007-07-01,3
ExpensiveZone,75.0,9000,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2008,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,768,768,Ex,Y,SBrkr,804,1590,1,Gd,0,ExpensiveGarage,RFn,2,Y,0,30,CheapType,Others,210000,1,1,2009-06-01,2
ExpensiveZone,63.0,9297,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,CheapType,MiddleStyle,5,1976,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,122,1728,Others,Y,SBrkr,0,1728,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,188000,30,30,2006-07-01,4
ExpensiveZone,80.0,9600,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1973,ExpensiveRoofStyle,MiddleExterior,BrkFace,320.0,TA,CheapFoundation,TA,No,Other,326,1242,Others,Y,SBrkr,0,1242,1,TA,1,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,175500,34,34,2007-09-01,1
MiddleZone,34.0,4571,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,5,1916,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,624,624,Others,N,SBrkr,720,1344,0,TA,0,CheapGarage,Unf,3,Y,0,0,CheapType,Others,98000,92,58,2008-05-01,1
ExpensiveZone,69.0,53227,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1954,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,248,1364,Ex,Y,SBrkr,0,1663,0,Gd,2,ExpensiveGarage,Fin,2,Y,224,137,CheapType,Others,256000,54,14,2008-03-01,2
MiddleZone,69.0,5100,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1925,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,588,588,Others,Y,SBrkr,833,1666,0,Gd,1,CheapGarage,Unf,1,Y,192,63,CheapType,Others,161000,83,12,2008-06-01,1
ExpensiveZone,69.0,7015,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1950,CheapRoofStyle,CheapExterior,None,161.0,TA,CheapFoundation,TA,No,Other,524,709,Others,Y,SBrkr,224,1203,0,Gd,1,CheapGarage,Unf,1,Y,0,0,CheapType,Others,110000,59,59,2009-07-01,2
ExpensiveZone,75.0,8004,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2009,CheapRoofStyle,ExpensiveExterior,Stone,110.0,Gd,ExpensiveFoundation,Gd,No,GLQ,288,832,Ex,Y,SBrkr,1103,1935,1,TA,0,ExpensiveGarage,Fin,2,Y,0,150,ExpensiveType,Partial,263435,0,0,2009-12-01,3
ExpensiveZone,60.0,7200,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,ExpensiveStyle,7,1936,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,0,560,Ex,Y,SBrkr,560,1135,0,Gd,0,CheapGarage,RFn,2,Y,256,0,CheapType,Others,155000,73,2,2009-04-01,2
ExpensiveZone,60.0,8281,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1965,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,0,864,Others,Y,SBrkr,0,864,0,TA,1,CheapGarage,Unf,1,Y,0,0,CheapType,Others,62383,44,44,2009-12-01,1
ExpensiveZone,74.0,11988,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1934,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,389,715,Others,Y,Other,811,1660,1,TA,1,CheapGarage,Unf,1,Y,0,0,CheapType,Others,188700,74,13,2008-08-01,1
ExpensiveZone,60.0,8430,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1978,CheapRoofStyle,MiddleExterior,BrkFace,136.0,TA,CheapFoundation,Gd,No,Other,424,1040,Others,Y,SBrkr,0,1040,0,TA,0,CheapGarage,NoGarage,0,Y,0,0,CheapType,Others,124000,31,31,2009-08-01,2
MiddleZone,69.0,3072,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2004,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,18.0,Gd,ExpensiveFoundation,Gd,No,Other,1375,1375,Ex,Y,SBrkr,0,1414,0,Gd,1,ExpensiveGarage,Fin,2,Y,144,20,CheapType,Others,178740,2,2,2006-05-01,2
ExpensiveZone,85.0,10628,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1970,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,GLQ,499,1277,Others,Y,SBrkr,0,1277,0,TA,1,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,167000,37,37,2007-04-01,2
